source,target,value
40,94,0.5892999999999999
85,111,0.5892999999999999
87,106,0.5892
131,140,0.589
51,53,0.589
25,73,0.589
174,178,0.589
156,157,0.5889
11,188,0.5889
155,274,0.5889
90,145,0.5889
35,158,0.5888
47,159,0.5888
181,214,0.5888
58,191,0.5888
121,210,0.5886
61,158,0.5886
79,88,0.5885
58,72,0.5885
35,261,0.5884
194,198,0.5884
14,133,0.5884
83,133,0.5884
24,41,0.5882000000000001
49,70,0.5880000000000001
27,95,0.5880000000000001
165,237,0.5880000000000001
129,167,0.5877
41,255,0.5877
13,131,0.5873999999999999
188,252,0.5872999999999999
40,80,0.5871
68,164,0.5871
181,234,0.587
218,233,0.587
31,161,0.587
52,193,0.587
47,109,0.5869
156,248,0.5868
67,129,0.5867
9,257,0.5866
141,274,0.5862
67,156,0.5862
15,82,0.5861000000000001
22,56,0.5859
90,106,0.5858
39,129,0.5858
